"HolderAddress","Balance","PendingBalanceUpdate"
"0x37FC391b0058A0Ad32cD96345057aB5FdF34c24D","0","No"
"0x62B7E1cc973837b82a0834f4AEf2372f9126e7E1","0","No"
"0x00a7FE7C9F394cF9a1fed84c135Aa4CfF02f64d4","2505","No"
"0x2a8e555F9D2927B8f15f03c9eCcdf04f17B92575","0","No"
"0x47E7f77A5adb5206026Ddf11Df5Ff75cf5D62364","12389","No"
"0x26877745a2B04297eb4598453b75518D2AC45663","-232758","No"
"0x2d2aC7480CebdfE96c2c0f8CEd7e9D9A23E4FDA4","0","No"
"0x7DA9318F536fb54E213A27F1dbf23A00E6E055C9","49841","No"
"0x772C1Be610b8206388C5cE5AD891C3BA30965A77","0","No"
"0x5947A4aa77a2c32f16A1AAd9A2Ae3a8C7abA8A72","-14002","No"
"0xc9B18DcD944be751b2bE14C8a1dCAeb6db9f1789","295630","No"
"0xE4D3DF079FBEF6529c893Ee4E9298711d480fF35","336700","No"
"0x32c5c3b5D2EB4A60Ba0E3EACc69A51d8356fc7E0","13900000","No"
"0x90Ae66Ef5D1E02A98Ea7519e8fB07B5208B445c5","-33121","No"
"0x3783559c4432eC02dF7E6159f101425AeeD59308","0","No"
"0x4D143b21df816FCcec5E791095cDd2C4E2eE354E","251","No"
"0x8ce51A3A97d3323aACF4567d41c76BA94c07d2ab","-43390","No"
"0x2204Ff611BB4bB9a2B8816FBaF999c29DDD16ff0","0","No"
"0x0Ec101564d8EEbdF65FF09Ad49A21c9f97744135","309","No"
"0x86C9975Fe12b40AE51441662A9c29Cd38eF9A3BD","-206000","No"
"0x53876c750d45a645378cE44826E77804D5325263","2000","No"
"0x684C8414Dc46505fBBd1D8B82390E8305DB3065e","0","No"
"0x187B150Efc866FB9231453Eee823A59aeC0314D0","639","No"
"0x129631915A3Ca10B9a159A7Dc95Bde0Ba71682D3","278424","No"
"0x26AA8BBD22B7f062E45473b4FAE6fAB86E3C3B54","0","No"
"0x58d87B002188eb0225185d76Ba8d15e6D295b3A8","0","No"
"0xccF1e3aeC2B1d93BfA4f9b43381f04C78bA143a3","0","No"
"0x9a01837D8BDBE20796e7d8F1F7Fe3deaeEc5b708","6848","No"
"0x7630E4600F94832fDb86Ed6DB664417227058734","0","No"
"0x68670a266acF4bC94cC3f103de6d885D152a63F6","-760684","No"
"0x3B180176481C61feFE02583d7B77Cb99EDBBF558","458716","No"
"0xFDe0ab3Edb62bDAFe0E21D670871BcdC1281Cc5D","0","No"
"0xa08bfC29AC475759666300bC1784D09cf0455196","0","No"
"0x784672f9485ae35EB9B356B2835d2A55d9429fdA","10795","No"
"0x76c2E1DB60926727358dc07f8a979203852bcB78","0","No"
"0xD9459cc85E78e0336aDb349EAbF257Dbaf9d5a2B","99882","No"
"0xD28f17E3420D730cdd670A4f876A5744313Da4A6","2000","No"
"0xDc6b8266eF471Fd7bA58aF5b029ED7b9Abc90847","30001","No"
"0xA08949CcAa0D8DcaF951611b95d58e74edF2Ec1e","33032","No"
"0x42E7E2Fa99830A90B322E0546Ae6e1aa9fD95c14","0","No"
"0x4F8783de67dF4e5Bbe23ba7C63285Fa48084dd9a","-186958","No"
"0x91249dd233255A458841E09eD1DbC2DA2456232a","0","No"
"0x0d164D9a479010eAffd862882dB3F57CDd864d90","0","No"
"0xA711d368C87A8557f6B378828E166DfCB3236194","1366","No"
"0xCbb818779f3446522c323266623D15ad7E0544f0","0","No"
"0x0035968c3801AEab398B8D7d2cb9D61E121E9846","0","No"
"0x00cC579f73cDB3D71cE880136F04635F0e356Fee","0","No"
"0x6Bb740B57627123EcB2DeBE195Ea5B225b4F9AD8","4100","No"
"0xdC5F23C42A484B52EaA952d5D190B9D16aaFecb9","0","No"
"0xDDdE63FaF5d02E5ED9740b0da4bd4545C4a38E06","0","No"
"0xC9bA1f3bcB0AeABA5bEBFFfb6B64060ad5bBD96D","1514601","No"
"0x8A32611E6829D739032eEd1AAa9702B0ADb31FF3","3140","No"
"0x3FC90B9Ec3dEb1712aed78FA29ef304566aD42EC","49987","No"
"0xaF685224c34457F92b2f1f1C197950Cc606E3Fe7","64010","No"
"0x16D6f584FD9c7E9Fa69689bfE4F093aA027f10fF","0","No"
"0x2CF74bbB641B02270c3cF5c6d04A7f21E06051d6","1081795","No"
"0xb3E5De68695db5075DAB12Fef8eD139c85C910a7","0","No"
"0x3d794AC00C232e26Def4e9af52592a60F9EEB161","2564","No"
"0x9558e315De70DeEcadc6e738BbcB00b2dDBfD3C7","0","No"
"0xF19a53d8aB8C2CAD313fed3B1932C84201641146","0","No"
"0x51e07ebFfb63C575d3aA5C7F25c5B6Fcae1Da362","-145183","No"
"0xa5D8A0f73A8f8Bf0bAE98123175EcB60F3bC2876","0","No"
"0x55Da0d01Fe560694745792d04C75bDb72C644500","0","No"
"0x91887666b397227085380b44705DeDC4e3500d73","109219","No"
"0x1EEF4cfFD4b7383ab1508496e5d13739D5E08a36","0","No"
"0x00D72dA2F6141954e1c4253D814FaC4e86A1660f","7821191","No"
"0xd4BE8D7B6F4F36634a416AA56B5Eb59a09d74988","0","No"
"0x9207A942FA8d83880b1f8e5838eF4BecD482d6f3","0","No"
"0xED6D42DD1D479E535F4c39Ad7430d5079E5Eff5A","5004","No"
"0x1858500069043F1aB6b2A758f1b1002D4A43b209","0","No"
"0x8184D4FFC09369dCd5e018eEFa054e6BB597acA4","7297256","No"
"0x9e47bFE9F7a7ceD25c7845af9954CEcff32dd200","0","No"
"0x29248219B0B26715839908BA3541b9BE52854327","526","No"
"0xcF68B97A051262C45A7BdE85dA805E62A76690d5","0","No"
"0x9A13b69F9069270566E763C82b25eF9F77A0fac3","0","No"
"0x8A7784F83B62670e83C483f1513EECd7cE0D3212","0","No"
"0xa45E11d30C935e82a83D6d7b976B3cB8962cb699","0","No"
"0x3415a3De116377f075Ac807F7b3ba0f9E3F4DBDc","0","No"
"0x5B21036941b191c0600845189a3B40ca722E26A6","0","No"
"0xFFb33E125fF1Ba9c16A1fd258FEc03A18e24C328","0","No"
"0x7f20D58cC45D8628D831BE982aee246167184766","-1076","No"
"0xfF01BF1821AC4d32b8c283AC0515177aaAc1C753","3236","No"
"0xa60c976638A1b26d58F7101106aE368a3e59df41","0","No"
"0x76C2e1db60926727358dC07F8a979203852bcB77","4","No"
"0xF03eBe8923da7808fc2a14766B9A0B26E2638d31","7420","No"
"0xbE99797d030c4F489F06FD44ee54FCF233eE52c6","0","No"
"0x7d54AFC509bA292C9F3ba153045a92aF46cA2fE7","-10","No"
"0xD108d23E92ac4893F29f4d877386a996581a7A27","0","No"
"0x04528fb91840ce4bCFC7390919a455D530da8ecb","239","No"
"0xCe2966F71359443099F3d14b9a2ab09e78aF87E8","0","No"
"0xD9D8EE77E1904303F93288379e0515f845908f9d","-8612","No"
"0x50cC803e8aEa61B74ef22d6A62897125F298a5E0","8612","No"
"0xB928cD9D8e1775071fE560516305Da9fa8E85d63","0","No"
"0x9E0e1aEADdf787251CA8C3F43Bf6DdD73783cD65","14","No"
"0x1587C229d1471eD87Cd45120c9b0C9812F28fB52","0","No"
"0x34ef2Bd79910B794b4b128a127283900E4E84F44","0","No"
"0x614bf1DCBaFA531069414F41542cD96F2a8103e2","0","No"
"0xeB00CF255b8B794f039A3033b533317a40512D2C","7153","No"
"0xB884C1fC2E34912114EC1393528910A8E259e4bE","57717","No"
"0x92447Dc94EA854eC7c79ea4dBdDE92e8CC6F695D","39996","No"
"0x087C97fbbD68759189A945F0F6404dEC62266E53","0","No"
"0x1Fe16e205bb6c1b73ea10d0E91b071E2338Bf0dF","473446","No"
"0xF4528bbe8Ed50D87d83675F355B1bb0d3f387c9A","0","No"
"0xEE9163b3c9A102E3fd4f776270684f33F27326bd","-1965","No"
"0x1805B8F84E5ce5C371919fe0359bFCa9F5E2d297","2000","No"
"0x61aA8E06d01e90812Cc0444555E64e798947a76A","2000","No"
"0xd59D1856176fdc0691BDbCbBbda8Bbe67651b09e","2000","No"
"0x042804555520b7e4ae9336E8601fB6846F731Df6","2000","No"
"0xe15Acdd541E4A44482518691b09A1DA14CbcA62e","2000","No"
"0xeD06337cAC5839FAdBA4d01436dFDBd9754aefA5","10166","No"
"0x54b385765010EDe25AFB4eF43eA0Fd77889E365d","0","No"
"0x99e54c3833CEA3634005068C9bEF6A495d9B65c2","0","No"
"0xB2fE889fE3BFe7cD102CEf0615e4B3607b08D495","295","No"
"0x0016B4e342d9a9F3a9712a1663b3Aebb8E29735b","0","No"
"0x874453476c33b66100182DB088a2a5794cB887E1","-14909","No"
"0x23BF727F098d4AdC33a03eb6C66724a38e25F7A9","0","No"
"0xA5039ba6667C7125865cf5eB4Ac61127b447F1cA","0","No"
"0x649E3DDb83407e3A116D99F5C7B81B8FA197964c","114201","No"
"0xa399657Da7473927704f6835CE66e88548064fF5","-2924","No"
"0xd6a20a22A24Af6c52B2108d13D98Df031527AD33","0","No"
"0x58E4783C97774F82cA63f198835afBC3CFa2A3DC","0","No"
"0xc67DfbCC2C906A3319eDB5a570f83982E5e9AECe","200","No"
"0xA0702eAaa1FEEe609309ba4b2cd3EF42B0ED2782","-80000","No"
"0x6f0fF9B84772E2A410d5e848Ce219C5EBC5B4b44","60000","No"
"0x3f393c413A8550eFe98A5568B597659b6c2CddA9","322165","No"
"0x06417C68D192Ce9f884117F1e9Fb554B86A7c76C","109625","No"
"0xbb5161668e04462ac8C84656bBa043597864Ba7f","957547","No"
"0xcC0A45de53c3bD0c96bDa6Ef7c6db8f3cD5Ee3EB","0","No"
"0x059AcD6AFbfc150baA70cAeC41B1CF211c088796","0","No"
"0x35EE61B5af86ce6A4081CD769371c432095cfcC5","0","No"
"0xD9013445996a2147e00de0Db1EDe3ADd3FA4DB8E","61760","No"
"0xd8DBcFa228eb501b52A6Cb829CbF49e94A2e3A78","13400","No"
"0xDc7e3f041986A6028dc0a55Ec14F373056D20b3e","0","No"
"0x08736bE0172827Dd96E466119B22bebaCeBaDC94","0","No"
"0x398389eE0bf5c619805cA8b74d2eF5b8B71f81bc","0","No"
"0x1f6cA67A850cc3001090787134cBD1Aa2E82B8dB","0","No"
"0xF83871780ec990a50508B5D85b32ee45153Fa08e","0","No"
"0xe900c4F567dFa893dc9A5C25A74ec853d508FC12","0","No"
"0x2089035369B33403DdcaBa6258c34e0B3FfbbBd9","100000","No"
"0x59d9d4160d089400a9D073638Ee431274e4f5259","15599","No"
"0xf558212Da3053dB61BCBD4CCDB294E2B5Fe4bDFf","6138917","No"
"0xfA8199Fc69f276521322c2F36d1B5568D466e9CC","0","No"
"0x70CF4b3DE74a00Ae4c18eF1f1F3E69292F6149d5","0","No"
"0x310A445Ec306746a157950bEb6EBB1f6A412A385","100","No"
"0x0E837dC8967fF08CCBADa62D881b5a4c63Fbf46b","0","No"
"0x2D90fe3fCcA23400b4fAEdA25538b850Db2E2930","0","No"
"0x78F9CF720eDdF4070fb862c7fb5b6309702aeda6","8006","No"
"0xa5B81a5876Ee57bd82189F670CD33909744ecc59","0","No"
"0xE0a97c2634C0b1D2530B2F92E46697460692cA0c","4125","No"
"0x324cAc984d3f7F40BC00BA9621d341769C90A97A","52029","No"
"0x7735FF27fe81a53DBb391E4F8b084EA3bA98D24f","-23479","No"
"0x29E4F11A3B81AD0238Ddca06A213B23f4a5171cd","22505","No"
"0x0Ea983f21F58F0E1a29ed653bcFc8AFAC4fEc2A4","4831","No"
"0xfe5bc1F8aCb185693914c4dd8fbfa23091BA7992","0","No"
"0x9161201276886FF606aa0e1901d9F17a36B21eA6","0","No"
"0x674845B3033CA2b814f1eD8394650b2aCd4530B8","26284","No"
"0x24438b0577904542c71A5Eb703deba1a88caE04D","0","No"
"0x00779556a8a60d2547437F52f0A680295E0cAD54","0","No"
"0xFf34C4B7a11fD835cF526bE75A21E848d8Bf8eb8","0","No"
"0x32b1c2eAcafd8780E281fB3F3b11AdB390A9e7f5","0","No"
"0x763F589E8CF04d93e3599a23e409A6D89e74149b","0","No"
"0xf337b0EDA606A2b48516821a1E4294ECBd77C9AD","85362","No"
"0xcc3AB283d07132Ad80AC0e5c5cc23B1c9b4ea5Ea","34","No"
"0xc447b9e98e6aA9928Ef1A3106dAee6E1474d0044","0","No"
"0x37d444d7B4dbF602e4f1c8cf3e0537e97A146413","68","No"
"0xAeE40e95bEc9632b520c8c135297F6a5b2A5cB3C","0","No"
"0x8d34fFCcf1Af653DAF30507CF4e7aB87C3f78aE1","0","No"
"0x921C711F4FfeEa60Bb5C322ad0c033008037c934","0","No"
"0xB09a86795CE55274374e78321499c5C3555B62B9","0","No"
"0xBe03DBEfe1f14A18611394A1d471C7a2f23fcFB7","-41378","No"
"0x98e100E9ea44B467Ed2a2559cf2479F1Eb34C995","0","No"
"0xE3ed4110a8B6703B11763687a32B3d253d39aF67","2036344","No"
"0xEeb509962C4206065456e966D05e78974aD284AF","0","No"
"0x404adcF8B78854BD9Ec583C6f11820A1080e2e5e","14928","No"
"0x3355f20E41F5b4aD7bA91000fFE813C7A10aeb64","0","No"
"0x8d1ae91579215541b93963951e8045517D73b4D7","-964670","No"
"0x7672BC549Fa55dB26F78e6314649E18caB41a0ac","0","No"
"0xD616D0e58c584B2b1DE0Ea7Ed6811cE805ad0c4a","-899000","No"
"0x2A88C66c09ec61E59A33fC4209CA7a99AAef473b","449500","No"
"0x263dde28246986445ae22dE61AAFC7595eaDe4Ed","18","No"
"0xF616ce4A914e1ebf91e9C2E087ECAfe29CB2737B","40097","No"
"0xA0927EDdB21ADe53bA0441ADF45a9CeB92bD0156","152502","No"
"0xcc1f354525046f5f8c2239a84d8427e966F0f960","0","No"
"0x46742CF4582f3e46773f3D1a76AB517C34E51204","0","No"
"0x6D6D190D586ab0f178B9d73015e42c16a91148eC","0","No"
"0x6f53e8873b993003013bfB76FAb2Ccd8d1f43D31","1662","No"
"0x08A740B18224f9849b60dA3929245de0663d5eD2","0","No"
"0x892FF2595f08B706ad1529db13860DE8e8aEA389","0","No"
"0xF00DB6018f206171C04fE669b6C720A8013c6cD8","0","No"
"0x87D2Ef6a8424102AB635f4A24549D12e597C195d","0","No"
"0xd3b3b02e1AaAC9E89C8BC3d80Ed5F23DbCcDBDC4","0","No"
"0xaFF7D8FE5f3C03c76371b400ce62A40B27692F80","0","No"
"0xFEeED3762EA50d28a6E5933E06AE1303e8ae6De5","336","No"
"0x248fd82d490aEE954f41227777960bC714772D62","0","No"
"0x3Ff28e6D45eAfA4b2966A59756de20F93682EAEE","0","No"
"0x14Efd419d69C8eb3714987F71a7901807dDAf212","0","No"
"0x243E570a58370810d04d1Ca182B676B026A5b057","0","No"
"0x322D30e2908b95Ed35fFBA9dfC89Ae5f8DbdA845","7380","No"
"0xcD2D57895f3c9B73fC44E934a73D924EC4536d9a","2262","No"
"0x8138a9d696b3032C288c7ce171e21A19c5F4237A","2500","No"
"0xcE245c999730418079cFeB79e323a1b89d1A3Ce0","18621","No"
"0xA37Bf79f2CE7B07Ec47A388eA59E2c0a600E40c7","386469","No"
"0x9Ba06A66E2877A0DF26886B922B6656Dd86793eE","4966","No"
"0x20BAAb88efB2929628309a535e081A9694FB461F","0","No"
"0x30032B3b2B7A9C917e69A99e2C6f013C61795332","0","No"
"0x32C9bBf7c691C8cE8Ef887d44Df136a924c5c62c","229030","No"
"0x40016Dfdca548b308735dc9f32658D31fb382F0A","0","No"
"0xd78ba014BCf845A9331b01209b09D04b650C1ccb","0","No"
"0x12654D0Cb592D784467F6E463415B15AA8cc2d23","0","No"
"0x16BD3efF633be085388769cb5F8e715A6511F475","26841","No"
"0x7c9432007cdc722484d8A1a0Ab78BCD69d6153d1","0","No"
"0xA22895a8b8f6E44b949D7f96f2067eFfEC024BF9","0","No"
"0x7d80cea4851304443dA86C2e079C1393A75ec5c0","-348273","No"
"0xA23f043D0293dFe6bF7e8Aa511678B3E7253a42F","1","No"
"0x4001b4516a27757a3204c522dfe44749F0CE147c","0","No"
"0xBF0415e3991941410e50D342F58a6188979B3A1d","0","No"
"0xfB84d1141e84d15f0FDca9213934486D80502E9E","0","No"
"0xCFC41Aeb88e26bec2616C56C601DbF45F7892fD4","0","No"
"0xdF34E39e56806a10a6614aA6330e37E5949b948B","230752","No"
"0x523A6749BCd10cC9c70036f33A8F47747a0dF524","4337","No"
"0x88bEAaAf49A699A7c35685f9ae1E5030405ed05f","-1500000","No"
"0x7978A039F2133332e9336970bB3E493721C20B9A","0","No"
"0xdCf4e007bF401D0d99eE922B575237Be6552FE71","0","No"
"0xd807A95f652F533A1889457B97fF8725eDbE7d96","0","No"
"0xE22ff24d33078Ab4852EC2b771B7d1540482B5dB","392","No"
"0xA4eA5E529A5BAB6f95d32f391D77afD4913971f3","0","No"
"0x775F416f167dd29550448C261E864F528E5519E0","0","No"
"0xBA186e4600d3Ea10918dDc7d2380d26e3f845d10","0","No"
"0xB133107AF07812B466a0988A2d70F18A910D4088","0","No"
"0xC350eBF34B6d83B64eA0ee4E39b6Ebe18F02aD2F","0","No"
"0x0FaceEaA2d9E2ae01df8605eCB8D70fEbC5697c8","642999","No"
"0xefdC4B2004dEd607c08b938c1043490Eb9aeC851","0","No"
"0xd5ADf248F6A676fEdA88A862a4970AfE4126d054","0","No"
"0x6DD6E9D3fE8d13558936df0b6072abe4F18EF74b","0","No"
"0x00D69391B3ED70978B4e1d15288951F9e3f8516b","0","No"
"0x16FE04c20f3F892cb650F1Ff94959f15F21D7c74","1","No"
"0x5221cF108aD499eB972E6Bea18b0CD6a91590465","0","No"
"0xAA8506d8b0d3e7e28Ee515bC8988C989412Aa5a3","0","No"
"0xa95bd1f68414BB21838D769AF62efd4c01D7AE5C","0","No"
"0xff66c5D5A7ee4D3c5a6D7517417AC7C77Cd329c3","0","No"
"0x34E6C188FCcc6906309070338dC5687B15e2636a","0","No"
"0x1fB1d125427645aD23b61F3c3b086191C3E0F930","46698","No"
"0x1a06d6c2f8322460640394C52C3E588b07d4DfF8","0","No"
"0xE9E0981B6727Ce8C7e3D2e57497C1049862B3022","0","No"
"0x839238460562CD6c793f42BD39Bec4C5085942BA","0","No"
"0xD990bedBcEA5F879afBE46186F95e99de62B1E4a","7977","No"
"0x0f04f50Baff081Fb28e10cC461a93a25e3CA23ed","4465","No"
"0x918453d249A22b6A8535c81e21F7530CD6Ab59F1","90","No"
"0x7f1c4df92F0E35B7E1C457Ad75D5cf07242D2eA4","0","No"
"0x0FD2b3Fd88051A0aaf07e1efcd64C2F0aac15C2f","0","No"
"0x7860A5f7feC8bcc870B147CF60958ec2314778e9","0","No"
"0xe33e7e0634aBB1D59D5Cea024ae8B8F009927D5D","3128","No"
"0xadd47c9434d4f986b531b391F06aCfEF9EC223F8","47113","No"
"0xC3F4f7a3ACFA822ECC40C932ac4590c3BBB0DCdf","500","No"
"0x204498fA3b2D935c55E5b264cFC69C8E66F1D875","9444","No"
"0x49D449e91A878cEE6c4c0149f240d7EcA835ec25","0","No"
"0x63cE72ADEf120a9F56ABC08314FD08E6CFedEC76","911111","No"
"0x56E95629709D33B3444255F6d61169743Fa58F54","-1400000","No"
"0x1985E2E56E3AD7470227f3F6714183FD310F3f3f","0","No"
"0x42244B5edbB2d02A526E0057Bc4Bab9253d14688","670960","No"
"0xcC593499AbC70F6a823AE38D7AAdBa68445c1D26","12286","No"
"0x1423C4CB6f4A9d656FC5d32682056327F459fD40","75667","No"
"0x0b27C2a4ed25ffEb5DeEf051238a56870d640963","680352","No"
"0xd1c21Ca631C86256832aD0b0028Fe10b1466B579","0","No"
"0x916d6048a716068E05e0D02d433770DB98A9B9e6","5287","No"
"0xb9D69BE5F320fd3b6Bd2F8F7AFe24fAE573d3535","0","No"
"0xb0C40FE5C13C336823e6907F61B14ecCF5614d14","0","No"
"0xFf6EF346d8e6c0612a129f135b107123bea60F2b","202172","No"
"0x70eb3bcecDC49615a805F8F0425E1AE2412De9a6","203","No"
"0x523eed9B23985f3e42716B055E432AECEa237FA9","0","No"
"0x66235C4b2408aA8000935792dA5EfBCb0bcA9c70","92","No"
"0x8FD001781eaA084cD8f8ad125aEA23cf65bf9687","304078","No"
"0x4dB3f20bEcaa305a65d8D5112047cDe866C6B72f","0","No"
"0x2bF75ab8dBD10c8d86E34C426d3f5FD8f08a482E","0","No"
"0x2a33966eaD83441ac1e856978b32adD23fce5fac","0","No"
"0x2CF2Be52b36dF1adBEb4A891f44F192738a514E6","4","No"
"0x2b53174bcBA614b803A90ECE8DC7D21B2C111508","25860","No"
"0xCf65e00482fe953339d1D2DF75cb23b40C9325d1","0","No"
"0x65c51F35bdc8FBDCDCEe1AE390A15837f25B5282","0","No"
"0x743dee84FF2897f7Ee4f0F23Ed52e185D63Ddbac","0","No"
"0x6BfEd321c29818fe724eb221150d281cF9032DA2","0","No"
"0x471cc6b74051571ae07EC414271A825acE25C8f4","0","No"
"0xcC00D0A7Dc6226EcF8697718b5E1518d6eACCE7C","7","No"
"0xF2BB71eeE12499578972d0D40C5493E073377EDF","0","No"
"0x4A7B225b8fd1344a399d742EF47EE2aB07830B5f","0","No"
"0xA73865A51be3D25E70e4a973Ce4DE60d450D515f","0","No"
"0xf8b158F05C41c0E3950a1c4260B2DEe3937E373C","23","No"
"0x03dd1b2ccB05da6620176f1d866c2130173a9dc2","0","No"
"0x2f8EB686FbA8FA345E80FeaC0c6309f4FF2c848d","0","No"
"0x06e5A243480966D18Af2942B0405e635A29BBCeE","0","No"
"0xFcF121f4e7c6bddeEB0F74b5e628b529f1F28C77","-974","No"
"0xff6EE398FA6F4689F112d200aabE4bD1D099D626","0","No"
"0x21a60EBf9F48E4Ef89b721a7DCE42B8538e66f96","0","No"
"0x5719F49B720DA68856F4b9e708F25645bDBc4B41","2104","No"
"0x24Fc2259bEa33690Ff5fB78aDfC0f7549A43BBC7","15213","No"
"0x8Ec61BD2Abe2412341D0f88541D83a3a60756094","-33506","No"
"0xF0542329c1541f1A264b033417DEC41ab69124b2","-5997","No"
"0xf573C015b7Cf948db3D1b8D77C9A0542c8450090","0","No"
"0x2AC868d344cdf5124891230eEb04c7826B0E0C67","-19988","No"
"0xea248ED005951B8C99c7abC63e6A04F67c2eBAA2","0","No"
"0xc23324247A6E2c0F1531543f28bCe6b474690C9E","0","No"
"0xfD351A3c3cCD73C57cFB52764806F011ba862184","0","No"
"0x2681b212D98F811804d0cfB526f3F2De376267D7","725","No"
"0xBbf02c7b07fB08868097F8394A5912B7376e18c1","-3138","No"
"0x002Fe77b93714D06d2f9f941709218C32cAAc7CE","-86202","No"
"0xBE855Bf6e7113e6A825784cD16c827BDbeB64959","-68005","No"
"0x48Cee40E36f574667d0Bd413Ff09c7E377308cd2","0","No"
"0xb3DC56d1C1854dfAd985e3A41a6cDB1434BE05FA","0","No"
"0xd7b279e3c441551768B9668B6156F1c9220A509a","0","No"
"0x93c56eA8848150389e0917de868B0A23C87cf7b1","-2790000","No"
"0xdF3DCCba7aC2381807Bd69E2c7e2601735b08606","-2790000","No"
"0x04C70532d00161bD5b8b72F2a4235857Eea87e53","0","No"
"0x1154D590f6cfdDad8498B15F894279Cd962f52a0","0","No"
"0x0f82E5F620381545A6EbF359D044E64879B3914C","0","No"
"0xB73F7A6CB82FA4e2b8efbb3b42A9b8c219BE808e","4005","No"
"0x376248789Cf3e67edfb8dfFb092E1aC21aBd6bBb","992","No"
"0xF5997e25Da4bA349e21aab3130b6a4507d9696B7","0","No"
"0xAf9e08F3020E624c945cC446e8759602049cB176","3094","No"
"0x5D5BA6dd05675155F02fC610699b68A714fd1b78","0","No"
"0xcBdcDF47BAC9594dF7303ff86b95697FB551eBbb","0","No"
"0xB54aB30fE9a074D1186b306E4A5E5aBb718Be1d3","0","No"
"0xCd98b41f78756065858659c80ab4280760b4F0Dd","0","No"
"0x3249F79d00FAfC5854935f418BD37e648D36bD5B","1112844","No"
"0x25e82FC6a879F4962F79D5c5f28B456093Fed11a","0","No"
"0xa1CfA382c62bEFd302F76d8aEc9bAC65d984AD51","0","No"
"0xFd424BEeE16C504C1e749aD2255AF810F605fa5A","0","No"
"0x8882339434c6166f97F305a05B6ae7bA301ae80B","0","No"
"0xE7e1d4086865124Ebae8d0BfAECA4836BDdA054a","1722","No"
"0x010859076c8D026F77f04D9ce039174Bc860f38f","-3","No"
"0xC359d28567Ac448E8847eAd89FA2BD842B5f040D","10000","No"
"0xfE668f60a3Bb148199F97Da955DdDe4EEd2bBa9A","36814","No"
"0x8d6Be7ae490333E533Eb0DB7FEa4f5EA5d311D31","0","No"
"0x00E26a060069d87a4B04E448BeB2687e67De1a8d","-8069","No"
"0xa93BD4914C5e371F443F134673c33b3D5Bff7ca6","0","No"
"0x4A9e40f3B628f6fd55AAA0bD405bC97cA9c5dCbf","-3629","No"
"0x4297Bf7F9CDc11d933be5F926a28C4cf4dD76462","0","No"
"0x55062a5a33361C33c7F404927Ed45176355BD26d","-5248","No"
"0xA42Bf0BaeDac452E6808baa45e6F6FB38F44625b","0","No"
"0x228978023035EC1bb2231506dF9A8E68b2315DA5","0","No"
"0xEa9CE8Cd9B73C8D9A789FcD091104B02EC86a22E","0","No"
"0x3e684fA45b6FcF61E1D9867eF354d23f6Bb75e60","0","No"
"0x149F3f7b862CA3711D4c3fAc466b82540C200aA1","24125","No"
"0x0FD7b8b815eeA575fb2d6AbEb9660527Cc72Bd74","0","No"
"0x0678c1fE2DDc8a747528a2B4E6ad96d825BfD264","0","No"
"0x005612FFb145f39be77e8b80251981043C472930","-1200","No"
"0x2F1e8dF50e7D262a0dDefd4cb4ef1b90A5aF7695","518","No"
"0xf9A8aA349A7774d25a4AF1815c24494389995CB8","0","No"
"0xbF954e4CCD933143CDC63A80A75AB20eBC383ef3","4000","No"
"0x61EF9828e8f2DF31a61b4149446817b6043462F0","-15404","No"
"0xbC0786F379Db8907D4Fa667DB12e60c27df0495B","0","No"
"0x1D3578b6654999EF7F04c23a20b2104AaEa6dd36","0","No"
"0x560f018B149e43B432e80fdF2D73DE64566E660f","0","No"
"0x3b00CC5aa0Caeb97143E3D35D16B84Cb38bbd707","90569","No"
"0xC677E066284FACe940584D274200aa73b3f5D0d7","123","No"
"0xCEeD47cA5B899fd1623F21e9bd4DB65A10E5B09D","1579","No"
"0x4a44983835D9C73Db93126ad3dAc505532d1e80e","0","No"
"0x73fA4519da9d281d7b8333099b8b910eCdA844C1","0","No"
"0x88593908b55b4A55F9247981C339FDd0cA5d0dC9","0","No"
"0x74383068e51D436C605afE6a6C509b1C0994C411","0","No"
"0x83Ce340889c15a3B4D38cfCD1Fc93e5D8497691f","101894","No"
"0xA75ECee4159E20B7f7fAFF7DaC3B4AbC5D1F5aaB","9","No"
"0x8A654566EDd646283C920e3225873fCa5370f489","-80002","No"
"0x0070efbF4dd9f5B0A8c2Ce934E68F909defF252C","-9557","No"
"0x68f118CEb4e7ab3EC5139A3C049c97FF700062D6","0","No"
"0xe37079f0dC90D790c950547934f66368C186B4D9","13234","No"
"0x4086d0150409fFf5C277aa4F4b7C7534A3fd3D13","0","No"
"0x696937A1fF2574530868aD8d8C4d840e28dDf816","665","No"
"0x307eeA479655131ac2D7E6230bB922A3222b248c","0","No"
"0x17716a68D6A3ACb6df5C023B669B922691FEfAe6","0","No"
"0xb88bf86874F17Cbf658560518DC42658392927c5","0","No"
"0xc9F1b4F84C01Fc9DE749D79A431DD725484e465C","-219","No"
"0xa1F1D20681E8cDa75495D1f06faddF12f1fe8BeA","5287","No"
"0x076Ad8e050e059e87907C7a525836B7a802828C0","-61197","No"
"0x93a65C96dDD357fd7B38170144528cdaC8cDBf89","0","No"
"0x34b6464D54AD663F25b113BbC9C3b9D77E9452c5","9","No"
"0x9ec478eb25db7D1856fBdedF51A50e8130C23B35","0","No"
"0x27298a481Acd15b61a79fE529D77CcC696f3d586","0","No"
